1259125423, 2018-10-23 11:09:14, , [图片]
1730862627, 2018-10-23 11:09:25, , @教师_柯逍 哎～这样妥这样妥…志豪兄发来贺电
1259125423, 2018-10-23 11:09:43, , 明天起来回答问题
83604387, 2018-10-23 11:10:34, , 对哦，我忘了朱志豪是合唱队的他辣么优秀，回答问题好像太屈才了，所以。
1195653643, 2018-10-23 11:10:43, , [图片]
1259125423, 2018-10-23 11:10:43, , 表演才艺
601537645, 2018-10-23 11:10:52, , 妙啊
876336895, 2018-10-23 11:10:52, , [图片]
1730862627, 2018-10-23 11:11:04, , 妙啊
2759947904, 2018-10-23 11:12:05, , 妙啊
792471701, 2018-10-23 11:14:03, , 妙啊
1195653643, 2018-10-23 11:14:34, , 我哭了，你们呢
1195653643, 2018-10-23 11:14:37, , [图片]
2329677945, 2018-10-23 11:15:40, , 我笑了[表情]
2759947904, 2018-10-23 11:15:53, , 笑了可还行
1730862627, 2018-10-23 11:16:07, , 笑了可还行
83604387, 2018-10-23 11:16:23, , 其实我什么都没说，是大家众望所归@计4-朱志豪
1195653643, 2018-10-23 11:16:49, , 我懂了，我现在就去准备假条
1195653643, 2018-10-23 11:16:53, , [图片]
1403212943, 2018-10-23 11:17:07, , @计4-朱志豪 重修费也准备一下
83604387, 2018-10-23 11:17:10, , 出来混的总是要还的@计4-朱志豪
1195653643, 2018-10-23 11:18:24, , 听老师上课都听不够，还是不要浪费宝贵的课堂时间了
2759947904, 2018-10-23 11:18:48, , 课前课后你挑吧
1259125423, 2018-10-23 11:19:08, , 课间也可以我们不介意
835599652, 2018-10-23 11:19:08, , @计4-朱志豪 那你为什么上课总是和我聊天？
2759947904, 2018-10-23 11:19:50, , @计5 陈俞辛 这两个人以后重点关照一下
83604387, 2018-10-23 11:20:48, , 其实合唱也挺好的
835599652, 2018-10-23 11:20:59, , 一般是他单方面骚扰我
405383051, 2018-10-23 11:23:10, , 稳
1357670938, 2018-10-23 11:23:37, , 稳
1730862627, 2018-10-23 11:24:01, , 稳
1195653643, 2018-10-23 11:24:05, , @计5 陈俞辛 陈俞稳，福大六十周年校庆等来的人才
83604387, 2018-10-23 11:24:07, , 我反正知道一般人唱陈奕迅的歌都不好听
876336895, 2018-10-23 11:24:32, , 可是直到我遇到了朱志豪
835599652, 2018-10-23 11:24:46, , @计4-朱志豪 闭嘴啊闭嘴
1357670938, 2018-10-23 11:25:00, , 朱志豪唱卡路里特别好听
747649138, 2018-10-23 11:25:27, , 朱志豪唱卡路里特别好听
405383051, 2018-10-23 11:25:45, , 朱志豪唱卡路里特别好听
1063107252, 2018-10-23 11:25:48, , 朱志豪唱卡路里特别好听
835599652, 2018-10-23 11:26:05, , 朱志豪唱卡路里特别好听
2759947904, 2018-10-23 11:26:18, , 朱志豪唱卡路里特别好听
1730862627, 2018-10-23 11:26:25, , 朱志豪唱卡路里特别好听
83604387, 2018-10-23 11:26:56, , @计4-朱志豪 你看我什么都没说，你超人气啊
1730862627, 2018-10-23 11:28:10, , 概率论老师看到这个群可能会提刀进来吧/偷看
1195653643, 2018-10-23 11:28:35, , [图片]
2759947904, 2018-10-23 11:28:55, , [图片]
ibelove@foxmail.com, 2018-10-23 11:54:30, , 为什么是唱
ibelove@foxmail.com, 2018-10-23 11:54:34, , 舞蹈不好看吗
1195653643, 2018-10-23 11:54:56, , @计1-胡青元 我唱你伴舞吧[表情][表情]
ibelove@foxmail.com, 2018-10-23 11:55:27, , @计4-朱志豪 你伴舞我就敢唱
ibelove@foxmail.com, 2018-10-23 11:55:34, , 即使被嘲笑
1195653643, 2018-10-23 11:56:38, , 其实老师这么帅，年轻的时候一定是熟悉各种舞蹈器乐
1076452761, 2018-10-23 11:57:02, , 其实老师这么帅，年轻的时候一定是熟悉各种舞蹈器乐
83604387, 2018-10-23 11:58:57, , @计1-胡青元 赞！
250151700, 2018-10-24 18:10:53, , 多谢柯老板催来的餐卷[图片]
1730862627, 2018-10-24 18:13:05, , 多谢柯老板！
83604387, 2018-10-24 18:14:34, , 感谢学校，所以在这么伟大的日子，你们更应该好好好好好学习，天天天天天向上
ibelove@foxmail.com, 2018-10-24 18:15:02, , 只要没有软工实践   我....
ibelove@foxmail.com, 2018-10-24 18:15:13, , 我撤回[表情]
2759947904, 2018-10-24 18:16:12, , 唱歌还是跳舞
83604387, 2018-10-24 18:17:38, , 为什么是or？可以是and
ibelove@foxmail.com, 2018-10-24 18:17:54, , @计4-朱志豪
601537645, 2018-10-24 18:25:07, , @计4-朱志豪
1195653643, 2018-10-24 18:35:35, , [图片]
275922122, 2018-10-25 10:55:18, , @全体成员由于校庆停课，第七次作业延时一周，新增要求项目logo和思维导图，已在博客中修改[图片]
869535666, 2018-11-02 20:10:14, , [图片][图片]明天上课前，记得把这三份材料提交到指定的群文件夹中
724043046, 2018-11-02 20:11:28, , 
168380075, 2018-11-02 22:55:42, , 
i@cstdio.cn, 2018-11-03 0:17:51, , 
1730862627, 2018-11-03 0:23:19, , 
877306134, 2018-11-03 1:04:16, , 
1259125423, 2018-11-03 1:58:01, , 
405383051, 2018-11-03 2:06:15, , 
2759947904, 2018-11-03 2:48:57, , 
keke1997@vip.qq.com, 2018-11-03 4:57:38, , 
275922122, 2018-11-03 15:55:21, , https://docs.qq.com/sheet/DZkxSTXpWRVhNbEdV
275922122, 2018-11-03 16:03:28, , @全体成员
947605846, 2018-11-03 17:50:41, , [图片]上次每个组都是横向向别的组提问题，但这次有人是纵向填的，请问到底该怎么填？
869535666, 2018-11-03 18:02:24, , 横向填
947605846, 2018-11-03 18:02:40, , 谢谢
1730862627, 2018-11-03 19:46:12, , @助教_王雨勤 助教，评分表还是传在你之前建的那个答辩后群文件里吗？还是你在新建一个这次的？
1730862627, 2018-11-03 19:46:36, , @助教_蔡安琪
869535666, 2018-11-03 19:48:20, , [图片]这个 ，一次作业一个文件夹
1730862627, 2018-11-03 19:49:34, , 哦哦，好的蟹蟹
1229302600, 2018-11-03 19:50:18, , @计1-胡绪佩  不客气
1730862627, 2018-11-03 19:53:59, , @计3-朱跃安 三天不打，上房揭瓦
1229302600, 2018-11-03 19:54:24, , @计1-胡绪佩  爱你
2759947904, 2018-11-03 19:55:16, , 现场调情 真是恶俗
563541587, 2018-11-03 20:02:37, , [图片]
1730862627, 2018-11-03 20:20:29, , 
1229302600, 2018-11-03 20:20:39, , @计1-胡绪佩  爱你
1730862627, 2018-11-03 20:20:51, , ？？？
1730862627, 2018-11-03 20:21:06, , @计3-朱跃安 ……今晚哪里见
2759947904, 2018-11-03 20:22:46, , [图片]
1403212943, 2018-11-03 20:23:10, , 注意安全
1229302600, 2018-11-03 20:24:08, , @计1-胡绪佩  你说
2759947904, 2018-11-03 20:24:26, , @计三 王全炯 今晚收留一下我们宿舍3个人
563541587, 2018-11-03 20:25:22, , [图片]群里充满了给给的氛围
2759947904, 2018-11-03 20:25:46, , [图片]
1259125423, 2018-11-03 20:26:11, , 完了没想到我舍友是个给
1063107252, 2018-11-03 20:26:15, , 群友思想真前卫
1730862627, 2018-11-03 20:28:51, , 群友思想真前卫
1403212943, 2018-11-03 20:30:03, , [图片]
1229302600, 2018-11-03 20:31:07, , @计1-胡绪佩  海蓝色总统套房310等你
1730862627, 2018-11-03 20:32:39, , [表情][表情][表情]我哭了，你呢
275922122, 2018-11-03 21:01:59, , @计1-胡绪佩 抱歉回来晚了，在外面没注意消息。谢谢wuli安琪~
1730862627, 2018-11-03 21:04:59, , 没关系/扯一扯，蟹蟹安琪+1
724043046, 2018-11-03 21:28:09, , 
835448816, 2018-11-03 21:40:00, , 
168380075, 2018-11-03 21:49:29, , 
i@cstdio.cn, 2018-11-03 21:59:28, , 
919102450, 2018-11-03 22:18:54, , 
1730862627, 2018-11-03 22:29:45, , 
2329677945, 2018-11-03 22:43:24, , 
keke1997@vip.qq.com, 2018-11-03 22:51:17, , 
1229302600, 2018-11-03 22:58:31, , 
869535666, 2018-11-04 22:47:58, , [图片]距离第七次作业截止还有12分钟了
869535666, 2018-11-04 22:48:15, , 还没提交的同学请尽快，团队成员互相提醒一下
947605846, 2018-11-09 17:52:31, , 请问明天有课吗？
83604387, 2018-11-09 17:54:50, , 明天校运会放假，没课
947605846, 2018-11-09 17:55:06, , 哦，谢谢老师
869535666, 2018-11-11 14:51:04, , 
275922122, 2018-11-11 15:07:52, , [图片]
869535666, 2018-11-11 15:18:56, , 
275922122, 2018-11-12 21:21:52, , [图片]
275922122, 2018-11-12 21:22:46, , @全体成员 别忘了今晚的alpha第一次站立会博客哦~
